#FILE	SEQUENCE	PRODUCT	START	END	STRAND
A123	635	aadA5	4581	5369	+
A132	941	aadA5	1276	2064	-
A14	1105	aadA5	1088	1876	-
A140	881	aadA5	8492	9280	-
A144	552	aadA5	8026	8814	-
A149	584	aadA5	8491	9279	-
A15	843	aadA5	1563	2351	+
A150	650	aadA5	581	1369	-
A159	1067	aadA5	1692	2480	-
A163	1134	aadA5	8501	9289	-
A169	512	aadA5	8136	8924	-
A17	689	aadA5	756	1544	-
A173	1506	aadA5	5563	6351	-
A179	433	aadA5	8492	9280	-
A186	1492	aadA5	2263	3051	+
A187	1485	aadA5	7814	8602	-
A190	1226	aadA5	2912	3700	+
A197	1596	aadA5	517	1305	-
A198	1399	aadA5	11420	12208	-
A2	905	aadA5	1444	2232	+
A206	1940	aadA5	756	1544	-
A210	821	aadA5	8025	8813	-
A215	1040	aadA5	1341	2129	-
A219	816	aadA5	1444	2232	+
A22	724	aadA5	597	1385	-
A220	983	aadA5	8025	8813	-
A223	1079	aadA5	4334	5122	-
A225	887	aadA5	87	875	+
A229	1085	aadA5	3552	4340	-
A232	341	aadA5	7746	8534	-
A234	910	aadA5	1978	2766	+
A237	373	aadA5	92	756	+
A239	1227	aadA5	959	1747	+
A244	787	aadA5	1018	1806	-
A245	764	aadA5	2502	3290	+
A246	1179	aadA5	3274	4062	-
A249	1105	aadA5	459	1221	-
A25	553	aadA5	1336	2124	+
A259	758	aadA5	3295	4083	+
A26	689	aadA5	1692	2480	-
A260	688	aadA5	8025	8813	-
A261	880	aadA5	42518	43306	+
A265	557	aadA5	876	1664	-
A269	1013	aadA5	203	991	-
A281	908	aadA5	1088	1876	-
A289	1041	aadA5	8492	9280	-
A290	386	aadA5	1	717	+
A293	1286	aadA5	3571	4359	-
A298	568	aadA5	85	749	-
A301	904	aadA5	2829	3617	+
A302	909	aadA5	1088	1876	-
A303	649	aadA5	181	969	-
A33	662	aadA5	2612	3400	+
A339	861	aadA5	3084	3872	+
A34	621	aadA5	3173	3961	+
A345	707	aadA5	3432	4220	+
A354	891	aadA5	1444	2232	+
A36	1082	aadA5	3040	3828	-
A361	828	aadA5	8025	8813	-
A363	942	aadA5	704	1492	+
A373	729	aadA5	3173	3961	-
A380	561	aadA5	8492	9280	-
A391	566	aadA5	207	871	-
A392	587	aadA5	3847	4635	-
A4	676	aadA5	1354	2142	+
A40	821	aadA5	75	739	-
A402	672	aadA5	1162	1950	-
A405	675	aadA5	1684	2472	-
A411	676	aadA5	3600	4388	-
A424	617	aadA5	751	1539	-
A428	689	aadA5	2264	3052	+
A43	551	aadA5	793	1581	-
A431	7754	aadA5	2076	2864	+
A432	1220	aadA5	8492	9280	-
A44	864	aadA5	15012	15800	+
A443	765	aadA5	3041	3829	-
A451	506	aadA5	8492	9280	-
A457	614	aadA5	7878	8666	-
A463	645	aadA5	597	1385	-
A469	745	aadA5	2264	3052	+
A47	551	aadA5	1978	2766	+
A473	754	aadA5	1411	2199	-
A475	1019	aadA5	7010	7798	-
A476	1081	aadA5	3523	4311	-
A478	818	aadA5	8026	8814	-
A48	911	aadA5	3625	4413	-
A487	860	aadA5	1692	2480	-
A495	600	aadA5	19466	20254	+
A498	830	aadA5	2148	2936	+
A498	831	aadA5	139	927	-
A503	1174	aadA5	8026	8814	-
A52	937	aadA5	57201	57989	-
A53	662	aadA5	3429	4217	+
A57	897	aadA5	1060	1848	-
A6	749	aadA5	2215	3003	+
A65	843	aadA5	3040	3828	-
A68	373	aadA5	92	756	+
A7	674	aadA5	213	919	-
A70	357	aadA5	92	756	+
A71	428	aadA5	1822	2610	+
A8	674	aadA5	1692	2480	-
A87	846	aadA5	2325	3113	+
A88	597	aadA5	1713	2501	-
A88	631	aadA5	7655	8443	-
A89	616	aadA5	4581	5369	+
A91	436	aadA5	8002	8790	-
A92	593	aadA5	582	1370	-
A96	599	aadA5	5559	6347	+
A162	1100	aadA8b	6953	7744	+
A104	1111	ant(2'')-Ia	523	1056	+
A145	566	ant(2'')-Ia	944	1477	+
A159	1107	ant(2'')-Ia	523	1056	+
A379	102	ant(2'')-Ia	72	605	+
A100	722	ant(3'')-Ia	4578	5379	-
A103	1026	ant(3'')-Ia	4489	5290	-
A106	1235	ant(3'')-Ia	321	1285	-
A107	782	ant(3'')-Ia	4473	5274	-
A108	679	ant(3'')-Ia	3222	4023	+
A11	1348	ant(3'')-Ia	170352	171151	+
A117	1017	ant(3'')-Ia	39581	40380	-
A119	2274	ant(3'')-Ia	4621	5422	-
A121	712	ant(3'')-Ia	5047	5848	-
A122	1104	ant(3'')-Ia	6340	7202	-
A125	795	ant(3'')-Ia	5050	5851	+
A128	1359	ant(3'')-Ia	4621	5422	-
A129	511	ant(3'')-Ia	4662	5463	+
A130	858	ant(3'')-Ia	1598	2399	-
A130	880	ant(3'')-Ia	7287	8088	+
A130	962	ant(3'')-Ia	5003	5804	+
A132	883	ant(3'')-Ia	4621	5422	-
A134	1041	ant(3'')-Ia	5842	6643	-
A135	812	ant(3'')-Ia	7020	7821	-
A142	770	ant(3'')-Ia	2078	2879	+
A145	566	ant(3'')-Ia	1525	2326	+
A146	793	ant(3'')-Ia	1328	2129	+
A15	844	ant(3'')-Ia	771	1738	+
A154	656	ant(3'')-Ia	3351	4152	+
A155	826	ant(3'')-Ia	10332	11131	-
A158	610	ant(3'')-Ia	5383	6184	+
A16	958	ant(3'')-Ia	39596	40395	-
A160	492	ant(3'')-Ia	4321	5122	+
A168	746	ant(3'')-Ia	4621	5422	-
A17	738	ant(3'')-Ia	562	1526	+
A170	1017	ant(3'')-Ia	2388	3189	+
A171	853	ant(3'')-Ia	655	1622	+
A174	661	ant(3'')-Ia	10567	11368	-
A175	505	ant(3'')-Ia	3906	4707	+
A18	803	ant(3'')-Ia	14280	15079	+
A18	817	ant(3'')-Ia	39596	40394	-
A18	842	ant(3'')-Ia	5832	6630	-
A18	855	ant(3'')-Ia	61	859	-
A181	944	ant(3'')-Ia	5047	5848	-
A184	867	ant(3'')-Ia	1531	2332	-
A185	1323	ant(3'')-Ia	7717	8516	-
A187	1475	ant(3'')-Ia	641	1442	-
A189	820	ant(3'')-Ia	2388	3189	+
A193	1308	ant(3'')-Ia	4700	5501	-
A199	1079	ant(3'')-Ia	3500	4299	+
A201	779	ant(3'')-Ia	4384	5185	+
A205	1065	ant(3'')-Ia	41	1008	+
A207	638	ant(3'')-Ia	8073	8873	-
A211	933	ant(3'')-Ia	3469	4268	+
A213	1154	ant(3'')-Ia	4693	5494	+
A217	1004	ant(3'')-Ia	5428	6229	-
A219	815	ant(3'')-Ia	4127	4928	+
A221	582	ant(3'')-Ia	8947	9748	-
A222	1066	ant(3'')-Ia	1608	2409	-
A222	1082	ant(3'')-Ia	5023	5824	-
A222	1084	ant(3'')-Ia	4824	5625	-
A225	545	ant(3'')-Ia	4332	5133	-
A227	846	ant(3'')-Ia	5025	5826	+
A235	1133	ant(3'')-Ia	6711	7510	+
A236	635	ant(3'')-Ia	2078	2879	+
A237	1103	ant(3'')-Ia	9028	9829	+
A238	1289	ant(3'')-Ia	7717	8516	-
A239	1316	ant(3'')-Ia	2388	3189	+
A242	1154	ant(3'')-Ia	10980	11781	+
A243	1032	ant(3'')-Ia	36240	37205	+
A246	1056	ant(3'')-Ia	4565	5366	-
A247	692	ant(3'')-Ia	4991	5792	+
A248	900	ant(3'')-Ia	170459	171258	+
A25	554	ant(3'')-Ia	544	1511	+
A251	500	ant(3'')-Ia	4621	5422	-
A253	554	ant(3'')-Ia	2388	3189	+
A255	496	ant(3'')-Ia	2078	2879	+
A256	542	ant(3'')-Ia	89264	90065	+
A258	1830	ant(3'')-Ia	2388	3189	+
A266	1282	ant(3'')-Ia	655	1619	+
A267	781	ant(3'')-Ia	4621	5422	-
A273	797	ant(3'')-Ia	40114	40915	+
A274	741	ant(3'')-Ia	15613	16414	-
A275	569	ant(3'')-Ia	135	936	-
A278	973	ant(3'')-Ia	5243	6044	+
A283	845	ant(3'')-Ia	8754	9555	+
A284	907	ant(3'')-Ia	1259	2060	-
A284	912	ant(3'')-Ia	8687	9488	+
A284	936	ant(3'')-Ia	2218	3019	+
A284	964	ant(3'')-Ia	5	806	+
A285	1421	ant(3'')-Ia	10000	10801	+
A288	606	ant(3'')-Ia	345	1309	-
A290	1028	ant(3'')-Ia	1126	2090	+
A294	938	ant(3'')-Ia	4792	5593	-
A295	807	ant(3'')-Ia	5946	6747	-
A299	690	ant(3'')-Ia	2078	2879	+
A300	607	ant(3'')-Ia	413	1380	-
A304	694	ant(3'')-Ia	418	1385	+
A309	476	ant(3'')-Ia	4621	5422	-
A31	712	ant(3'')-Ia	584	1385	-
A311	805	ant(3'')-Ia	5314	6115	-
A314	700	ant(3'')-Ia	3132	3943	+
A315	575	ant(3'')-Ia	4579	5380	-
A32	981	ant(3'')-Ia	82672	83471	+
A321	602	ant(3'')-Ia	5513	6314	-
A322	625	ant(3'')-Ia	3949	4760	+
A324	1355	ant(3'')-Ia	2505	3316	+
A329	163	ant(3'')-Ia	501	1302	+
A33	644	ant(3'')-Ia	4621	5422	-
A330	1257	ant(3'')-Ia	2388	3189	+
A332	1330	ant(3'')-Ia	3957	4758	+
A334	1185	ant(3'')-Ia	2388	3189	+
A335	885	ant(3'')-Ia	4672	5471	-
A343	1055	ant(3'')-Ia	4621	5422	-
A353	1131	ant(3'')-Ia	2078	2879	+
A355	798	ant(3'')-Ia	4774	5575	+
A356	855	ant(3'')-Ia	5852	6653	-
A357	873	ant(3'')-Ia	2388	3189	+
A358	950	ant(3'')-Ia	152572	153373	+
A362	750	ant(3'')-Ia	5514	6315	-
A363	949	ant(3'')-Ia	2388	3189	+
A366	692	ant(3'')-Ia	4127	4928	+
A371	869	ant(3'')-Ia	4535	5336	+
A373	735	ant(3'')-Ia	5431	6232	-
A374	2363	ant(3'')-Ia	2505	3316	+
A378	683	ant(3'')-Ia	477	1444	-
A379	1175	ant(3'')-Ia	1873	2674	+
A38	786	ant(3'')-Ia	414	1378	-
A384	730	ant(3'')-Ia	4535	5336	+
A387	950	ant(3'')-Ia	5571	6372	-
A388	1093	ant(3'')-Ia	5233	6034	+
A390	544	ant(3'')-Ia	4803	5604	-
A394	590	ant(3'')-Ia	6	807	+
A394	595	ant(3'')-Ia	5809	6610	+
A395	559	ant(3'')-Ia	4621	5422	-
A395	580	ant(3'')-Ia	64	865	-
A397	973	ant(3'')-Ia	2388	3189	+
A398	615	ant(3'')-Ia	4868	5679	+
A4	618	ant(3'')-Ia	1500	2467	-
A40	1198	ant(3'')-Ia	5314	6115	-
A41	897	ant(3'')-Ia	5608	6407	-
A410	113	ant(3'')-Ia	807	1618	-
A411	675	ant(3'')-Ia	1780	2744	-
A412	704	ant(3'')-Ia	4372	5173	-
A413	778	ant(3'')-Ia	17942	18741	+
A415	701	ant(3'')-Ia	4372	5173	-
A418	648	ant(3'')-Ia	4621	5422	-
A419	1199	ant(3'')-Ia	7718	8517	-
A42	1575	ant(3'')-Ia	1395	2196	+
A427	1062	ant(3'')-Ia	4848	5649	+
A431	7751	ant(3'')-Ia	5739	6544	-
A433	725	ant(3'')-Ia	39666	40465	-
A436	751	ant(3'')-Ia	5047	5848	-
A438	615	ant(3'')-Ia	5087	5888	-
A439	881	ant(3'')-Ia	5852	6653	-
A440	982	ant(3'')-Ia	5842	6643	-
A442	758	ant(3'')-Ia	1608	2409	-
A444	2304	ant(3'')-Ia	2388	3189	+
A447	868	ant(3'')-Ia	64	865	-
A448	871	ant(3'')-Ia	64	865	-
A45	906	ant(3'')-Ia	4665	5466	+
A454	1353	ant(3'')-Ia	2388	3189	+
A456	887	ant(3'')-Ia	5428	6229	-
A458	1026	ant(3'')-Ia	5852	6653	-
A460	761	ant(3'')-Ia	31242	32041	+
A467	853	ant(3'')-Ia	1	884	+
A470	1242	ant(3'')-Ia	5943	6744	-
A472	282	ant(3'')-Ia	4379	5180	-
A481	3162	ant(3'')-Ia	8218	9019	+
A483	1437	ant(3'')-Ia	4273	5084	+
A484	730	ant(3'')-Ia	2078	2879	+
A485	445	ant(3'')-Ia	19205	20006	-
A486	1406	ant(3'')-Ia	4621	5422	-
A486	1426	ant(3'')-Ia	64	865	-
A488	1082	ant(3'')-Ia	4579	5380	-
A489	1412	ant(3'')-Ia	2388	3189	+
A49	930	ant(3'')-Ia	5513	6314	-
A490	602	ant(3'')-Ia	5852	6653	-
A492	1750	ant(3'')-Ia	1238	2020	+
A497	988	ant(3'')-Ia	1190	2001	-
A5	484	ant(3'')-Ia	1698	2499	+
A502	680	ant(3'')-Ia	5428	6229	-
A503	1121	ant(3'')-Ia	139	1106	-
A504	914	ant(3'')-Ia	2388	3189	+
A505	951	ant(3'')-Ia	994	1776	+
A55	572	ant(3'')-Ia	1	883	+
A62	633	ant(3'')-Ia	655	1622	+
A63	940	ant(3'')-Ia	1894	2695	+
A66	577	ant(3'')-Ia	6340	7222	-
A68	1068	ant(3'')-Ia	9028	9829	+
A69	959	ant(3'')-Ia	7680	8481	-
A7	1181	ant(3'')-Ia	5890	6691	-
A70	1059	ant(3'')-Ia	9028	9829	+
A77	103	ant(3'')-Ia	1020	1831	-
A84	861	ant(3'')-Ia	2388	3189	+
A85	893	ant(3'')-Ia	3406	4207	-
A86	826	ant(3'')-Ia	10980	11781	+
A9	1072	ant(3'')-Ia	26653	27452	+
A92	630	ant(3'')-Ia	64	865	-
A92	634	ant(3'')-Ia	4621	5422	-
A95	625	ant(3'')-Ia	2388	3189	+
A99	692	ant(3'')-Ia	1097	1898	-
A10	520	aph(3')-Ia	401	1216	+
A100	653	aph(3')-Ia	223	1038	-
A103	964	aph(3')-Ia	873	1688	-
A104	1088	aph(3')-Ia	494	1309	+
A106	1272	aph(3')-Ia	436	1251	-
A107	779	aph(3')-Ia	344	1159	-
A111	629	aph(3')-Ia	743	1558	-
A118	1158	aph(3')-Ia	4155	4970	-
A119	2270	aph(3')-Ia	487	1302	+
A12	913	aph(3')-Ia	958	1773	-
A120	627	aph(3')-Ia	7956	8771	-
A121	703	aph(3')-Ia	466	1281	+
A122	1102	aph(3')-Ia	546	1361	+
A128	1276	aph(3')-Ia	546	1361	+
A129	463	aph(3')-Ia	908	1723	+
A130	868	aph(3')-Ia	492	1307	-
A131	700	aph(3')-Ia	492	1307	-
A132	900	aph(3')-Ia	170	985	+
A134	1053	aph(3')-Ia	492	1307	-
A136	539	aph(3')-Ia	477	1292	-
A137	855	aph(3')-Ia	908	1723	+
A139	664	aph(3')-Ia	492	1307	-
A140	822	aph(3')-Ia	908	1723	+
A142	712	aph(3')-Ia	908	1723	+
A144	550	aph(3')-Ia	492	1307	-
A147	514	aph(3')-Ia	389	1204	+
A150	630	aph(3')-Ia	223	1038	-
A153	596	aph(3')-Ia	477	1292	-
A155	813	aph(3')-Ia	492	1307	-
A157	842	aph(3')-Ia	546	1361	+
A159	1074	aph(3')-Ia	477	1292	-
A160	497	aph(3')-Ia	958	1773	-
A161	470	aph(3')-Ia	389	1204	+
A162	1044	aph(3')-Ia	222	1037	-
A163	1136	aph(3')-Ia	1062	1877	-
A164	725	aph(3')-Ia	492	1307	-
A167	625	aph(3')-Ia	344	1159	-
A168	707	aph(3')-Ia	546	1361	+
A17	672	aph(3')-Ia	545	1360	+
A170	1021	aph(3')-Ia	546	1361	+
A172	802	aph(3')-Ia	492	1307	-
A173	1447	aph(3')-Ia	908	1723	+
A177	600	aph(3')-Ia	492	1307	-
A18	845	aph(3')-Ia	541	1356	+
A181	827	aph(3')-Ia	492	1307	-
A183	811	aph(3')-Ia	1	702	-
A184	834	aph(3')-Ia	77	800	+
A189	799	aph(3')-Ia	492	1307	-
A19	477	aph(3')-Ia	344	1159	-
A191	661	aph(3')-Ia	492	1307	-
A193	1307	aph(3')-Ia	344	1159	-
A194	877	aph(3')-Ia	492	1307	-
A195	1063	aph(3')-Ia	546	1361	+
A197	1594	aph(3')-Ia	466	1281	+
A198	1325	aph(3')-Ia	436	1251	-
A20	579	aph(3')-Ia	492	1307	-
A204	746	aph(3')-Ia	546	1361	+
A205	967	aph(3')-Ia	546	1361	+
A208	498	aph(3')-Ia	152	967	+
A209	901	aph(3')-Ia	320	1135	-
A212	572	aph(3')-Ia	492	1307	-
A213	1159	aph(3')-Ia	870	1685	+
A215	86	aph(3')-Ia	1	797	-
A216	1266	aph(3')-Ia	908	1723	+
A217	787	aph(3')-Ia	67	790	+
A221	578	aph(3')-Ia	492	1307	-
A222	1083	aph(3')-Ia	468	1283	-
A224	740	aph(3')-Ia	13000	13815	+
A225	1367	aph(3')-Ia	203	1018	-
A227	799	aph(3')-Ia	454	1269	+
A228	897	aph(3')-Ia	546	1361	+
A23	459	aph(3')-Ia	344	1159	-
A230	1408	aph(3')-Ia	546	1361	+
A232	975	aph(3')-Ia	305	1120	-
A236	562	aph(3')-Ia	700	1515	+
A237	1029	aph(3')-Ia	908	1723	+
A239	1281	aph(3')-Ia	492	1307	-
A24	532	aph(3')-Ia	492	1307	-
A240	601	aph(3')-Ia	546	1361	+
A242	1221	aph(3')-Ia	239	1054	+
A245	768	aph(3')-Ia	7050	7863	-
A246	1116	aph(3')-Ia	466	1281	+
A247	691	aph(3')-Ia	678	1493	-
A249	1118	aph(3')-Ia	478	1293	-
A25	479	aph(3')-Ia	958	1773	-
A253	521	aph(3')-Ia	700	1515	+
A255	462	aph(3')-Ia	908	1723	+
A256	469	aph(3')-Ia	546	1361	+
A258	1730	aph(3')-Ia	546	1361	+
A263	792	aph(3')-Ia	457	1272	-
A267	739	aph(3')-Ia	546	1361	+
A270	1112	aph(3')-Ia	368	1183	+
A272	645	aph(3')-Ia	210	1025	-
A276	615	aph(3')-Ia	915	1730	-
A277	907	aph(3')-Ia	546	1361	+
A283	848	aph(3')-Ia	222	1037	-
A284	898	aph(3')-Ia	546	1361	+
A285	1411	aph(3')-Ia	477	1292	-
A286	817	aph(3')-Ia	492	1307	-
A294	817	aph(3')-Ia	540	1355	-
A295	853	aph(3')-Ia	453	1268	+
A296	731	aph(3')-Ia	477	1292	-
A297	618	aph(3')-Ia	845	1660	+
A299	624	aph(3')-Ia	908	1723	+
A3	703	aph(3')-Ia	908	1723	+
A30	568	aph(3')-Ia	958	1773	-
A301	883	aph(3')-Ia	239	1054	+
A303	596	aph(3')-Ia	743	1558	-
A304	624	aph(3')-Ia	729	1544	+
A305	658	aph(3')-Ia	492	1307	-
A309	477	aph(3')-Ia	492	1307	-
A311	807	aph(3')-Ia	958	1773	-
A312	617	aph(3')-Ia	915	1730	-
A320	753	aph(3')-Ia	546	1361	+
A321	516	aph(3')-Ia	908	1723	+
A323	736	aph(3')-Ia	546	1361	+
A324	1291	aph(3')-Ia	723	1538	-
A327	844	aph(3')-Ia	546	1361	+
A33	643	aph(3')-Ia	492	1307	-
A330	1166	aph(3')-Ia	492	1307	-
A331	786	aph(3')-Ia	477	1292	-
A332	1212	aph(3')-Ia	152	967	+
A334	1073	aph(3')-Ia	546	1361	+
A340	976	aph(3')-Ia	172	987	+
A343	974	aph(3')-Ia	546	1361	+
A344	1260	aph(3')-Ia	477	1292	-
A347	692	aph(3')-Ia	645	1460	+
A349	746	aph(3')-Ia	88	901	+
A349	768	aph(3')-Ia	27506	28319	+
A35	653	aph(3')-Ia	1948	2763	+
A353	1072	aph(3')-Ia	873	1688	-
A355	801	aph(3')-Ia	958	1773	-
A356	870	aph(3')-Ia	678	1434	-
A357	826	aph(3')-Ia	492	1307	-
A359	746	aph(3')-Ia	546	1361	+
A363	933	aph(3')-Ia	466	1281	+
A364	646	aph(3')-Ia	55856	56671	+
A37	593	aph(3')-Ia	958	1773	-
A373	734	aph(3')-Ia	876	1691	-
A374	2411	aph(3')-Ia	492	1307	-
A377	673	aph(3')-Ia	546	1361	+
A379	1195	aph(3')-Ia	492	1307	-
A38	752	aph(3')-Ia	546	1361	+
A389	664	aph(3')-Ia	645	1460	+
A39	28	aph(3')-Ia	84	789	-
A392	629	aph(3')-Ia	344	1159	-
A394	598	aph(3')-Ia	492	1307	-
A395	560	aph(3')-Ia	492	1307	-
A397	1012	aph(3')-Ia	492	1307	-
A398	614	aph(3')-Ia	733	1548	-
A399	613	aph(3')-Ia	492	1307	-
A4	619	aph(3')-Ia	545	1360	+
A40	1084	aph(3')-Ia	958	1773	-
A402	670	aph(3')-Ia	958	1773	-
A405	674	aph(3')-Ia	908	1723	+
A409	955	aph(3')-Ia	27592	28407	+
A411	674	aph(3')-Ia	825	1640	+
A412	702	aph(3')-Ia	223	1038	-
A414	655	aph(3')-Ia	172	987	+
A415	676	aph(3')-Ia	546	1361	+
A418	625	aph(3')-Ia	546	1361	+
A421	524	aph(3')-Ia	958	1773	-
A423	1300	aph(3')-Ia	494	1307	-
A425	767	aph(3')-Ia	655	1470	+
A426	523	aph(3')-Ia	172	987	+
A43	511	aph(3')-Ia	492	1307	-
A431	3429	aph(3')-Ia	163	978	+
A432	1150	aph(3')-Ia	958	1773	-
A436	754	aph(3')-Ia	492	1307	-
A439	800	aph(3')-Ia	700	1515	+
A440	961	aph(3')-Ia	499	1314	-
A442	810	aph(3')-Ia	873	1688	-
A444	2305	aph(3')-Ia	546	1361	+
A445	577	aph(3')-Ia	221	1036	-
A446	718	aph(3')-Ia	170	985	+
A449	745	aph(3')-Ia	492	1307	-
A453	463	aph(3')-Ia	174	989	+
A454	1331	aph(3')-Ia	492	1307	-
A456	842	aph(3')-Ia	172	987	+
A458	1049	aph(3')-Ia	678	1493	-
A46	1059	aph(3')-Ia	492	1307	-
A462	745	aph(3')-Ia	8287	9100	+
A466	579	aph(3')-Ia	492	1307	-
A47	509	aph(3')-Ia	546	1361	+
A470	1315	aph(3')-Ia	21675	22490	-
A472	253	aph(3')-Ia	173	988	+
A475	931	aph(3')-Ia	477	1292	-
A479	671	aph(3')-Ia	546	1361	+
A480	783	aph(3')-Ia	477	1292	-
A481	2950	aph(3')-Ia	927	1742	-
A484	727	aph(3')-Ia	10945	11760	-
A488	1048	aph(3')-Ia	221	1036	-
A489	1390	aph(3')-Ia	492	1307	-
A490	390	aph(3')-Ia	1442	2257	-
A492	1329	aph(3')-Ia	33	848	+
A493	52	aph(3')-Ia	222	1037	-
A495	555	aph(3')-Ia	915	1730	-
A496	806	aph(3')-Ia	958	1773	-
A497	926	aph(3')-Ia	492	1307	-
A501	739	aph(3')-Ia	2338	3153	+
A502	628	aph(3')-Ia	873	1688	-
A505	181	aph(3')-Ia	224	1039	-
A506	804	aph(3')-Ia	492	1307	-
A53	610	aph(3')-Ia	492	1307	-
A54	659	aph(3')-Ia	546	1361	+
A55	586	aph(3')-Ia	492	1307	-
A56	708	aph(3')-Ia	546	1361	+
A58	1206	aph(3')-Ia	337	1152	-
A59	554	aph(3')-Ia	492	1307	-
A60	1072	aph(3')-Ia	5010	5825	+
A61	793	aph(3')-Ia	958	1773	-
A64	460	aph(3')-Ia	546	1361	+
A66	584	aph(3')-Ia	492	1307	-
A68	996	aph(3')-Ia	908	1723	+
A69	959	aph(3')-Ia	436	1251	-
A7	1179	aph(3')-Ia	678	1493	-
A70	922	aph(3')-Ia	958	1773	-
A71	409	aph(3')-Ia	468	1283	-
A73	662	aph(3')-Ia	546	1361	+
A75	1075	aph(3')-Ia	492	1307	-
A84	778	aph(3')-Ia	257	1072	+
A85	836	aph(3')-Ia	223	1038	-
A86	791	aph(3')-Ia	174	989	+
A90	1043	aph(3')-Ia	492	1307	-
A91	437	aph(3')-Ia	468	1283	-
A92	591	aph(3')-Ia	546	1361	+
A93	546	aph(3')-Ia	546	1361	+
A94	903	aph(3')-Ia	171	986	+
A95	606	aph(3')-Ia	492	1307	-
A96	595	aph(3')-Ia	958	1773	-
A97	986	aph(3')-Ia	477	1292	-
A98	1394	aph(3')-Ia	280	1095	-
A1	900	aph(3')-IIa	702	1496	-
A127	565	aph(3')-IIa	3149	3943	+
A13	1183	aph(3')-IIa	856	1650	-
A162	1042	aph(3')-IIa	3148	3942	+
A185	1335	aph(3')-IIa	988	1782	-
A201	781	aph(3')-IIa	827	1621	-
A206	1818	aph(3')-IIa	2146	2940	+
A215	1105	aph(3')-IIa	395	1189	-
A235	1750	aph(3')-IIa	988	1782	-
A238	1305	aph(3')-IIa	988	1782	-
A250	579	aph(3')-IIa	3120	3914	+
A281	865	aph(3')-IIa	3148	3942	+
A282	883	aph(3')-IIa	998	1792	-
A287	1080	aph(3')-IIa	1678	2472	+
A29	571	aph(3')-IIa	3120	3914	+
A293	1305	aph(3')-IIa	2156	2950	+
A302	887	aph(3')-IIa	3148	3942	+
A314	710	aph(3')-IIa	327	1121	-
A32	1107	aph(3')-IIa	76536	77330	+
A322	584	aph(3')-IIa	817	1611	-
A341	704	aph(3')-IIa	34327	35121	+
A358	852	aph(3')-IIa	3149	3943	+
A410	651	aph(3')-IIa	545	1339	-
A450	642	aph(3')-IIa	1008	1802	-
A455	912	aph(3')-IIa	1008	1802	-
A473	763	aph(3')-IIa	856	1650	-
A76	433	aph(3')-IIa	1522	2316	+
A79	873	aph(3')-IIa	12549	13343	-
A99	689	aph(3')-IIa	1759	2553	+
A119	2300	aph(4)-Ia	3649	4674	-
A128	1277	aph(4)-Ia	1514	2539	+
A130	855	aph(4)-Ia	2793	3818	-
A141	562	aph(4)-Ia	1514	2539	+
A150	658	aph(4)-Ia	3870	4895	-
A158	622	aph(4)-Ia	1876	2901	+
A16	930	aph(4)-Ia	7059	8084	-
A167	659	aph(4)-Ia	7059	8084	-
A170	1073	aph(4)-Ia	7059	8084	-
A177	588	aph(4)-Ia	1514	2539	+
A181	888	aph(4)-Ia	3449	4474	-
A187	1458	aph(4)-Ia	1668	2693	+
A212	525	aph(4)-Ia	1514	2539	+
A213	1137	aph(4)-Ia	2793	3818	-
A219	896	aph(4)-Ia	4033	5058	-
A222	1028	aph(4)-Ia	1130	2155	+
A230	1407	aph(4)-Ia	1514	2539	+
A234	779	aph(4)-Ia	1514	2539	+
A24	623	aph(4)-Ia	1514	2539	+
A240	646	aph(4)-Ia	3449	4474	-
A251	456	aph(4)-Ia	1514	2539	+
A253	589	aph(4)-Ia	5695	6720	-
A26	630	aph(4)-Ia	1514	2539	+
A267	809	aph(4)-Ia	7059	8084	-
A276	598	aph(4)-Ia	3870	4895	-
A297	585	aph(4)-Ia	1141	2166	+
A301	858	aph(4)-Ia	1514	2539	+
A306	630	aph(4)-Ia	4673	5506	-
A309	470	aph(4)-Ia	1514	2539	+
A312	606	aph(4)-Ia	3870	4895	-
A313	706	aph(4)-Ia	1422	2447	+
A319	1260	aph(4)-Ia	1876	2901	+
A32	1106	aph(4)-Ia	1141	2166	+
A320	752	aph(4)-Ia	1514	2539	+
A327	854	aph(4)-Ia	3858	4883	-
A329	500	aph(4)-Ia	1514	2539	+
A33	723	aph(4)-Ia	1514	2539	+
A330	1136	aph(4)-Ia	1514	2539	+
A334	1136	aph(4)-Ia	7059	8084	-
A343	975	aph(4)-Ia	1514	2539	+
A357	813	aph(4)-Ia	2793	3818	-
A379	1289	aph(4)-Ia	1514	2539	+
A383	626	aph(4)-Ia	3449	4474	-
A394	550	aph(4)-Ia	1514	2539	+
A395	602	aph(4)-Ia	7059	8084	-
A397	1089	aph(4)-Ia	1514	2539	+
A412	770	aph(4)-Ia	1514	2539	+
A415	775	aph(4)-Ia	1514	2539	+
A418	678	aph(4)-Ia	7059	8084	-
A431	7620	aph(4)-Ia	1113	2138	+
A438	620	aph(4)-Ia	1876	2901	+
A439	802	aph(4)-Ia	1668	2693	+
A44	767	aph(4)-Ia	1514	2539	+
A444	2415	aph(4)-Ia	7059	8084	-
A45	850	aph(4)-Ia	1140	2165	+
A454	1255	aph(4)-Ia	1515	2539	+
A486	1405	aph(4)-Ia	1514	2539	+
A487	886	aph(4)-Ia	7059	8084	-
